id,recency,history_segment,history,mens,womens,region,newbie,channel,treatment,conversion
12060,10,1,72.16,0,1,1,1,1,1,0
12061,12,2,132.44,1,0,0,0,1,2,0
12062,9,3,292.89,1,1,0,0,0,1,0
12063,3,1,64.1,1,0,1,1,1,1,0
12064,1,1,89.96,1,0,0,1,1,1,0
12065,8,2,187.9,0,1,1,1,0,2,0
12066,11,2,112.42,1,0,1,0,0,2,0
12067,7,3,333.49,0,1,0,0,2,0,0
12068,7,5,506.05,1,0,2,1,0,0,0
12069,5,2,113.44,1,0,1,1,0,2,0
12070,10,1,60.08,1,0,0,0,1,0,0
12071,7,3,331.1,0,1,2,1,0,1,0
12072,11,2,115.32,1,0,0,1,1,1,0
12073,3,4,473.87,0,1,2,0,0,2,0
12074,4,3,257.14,1,0,0,0,1,1,0
12075,1,7,1551.66,1,1,1,1,2,0,0
12076,2,1,29.99,0,1,1,0,1,2,0
12077,5,2,144.23,1,0,0,0,0,0,0
12078,8,2,192.61,1,0,2,1,1,1,0
12079,7,3,217.07,1,0,0,0,0,0,0
12080,10,5,530.36,1,0,1,1,1,1,0
12081,2,4,352.64,1,0,1,0,2,2,0
12082,12,1,76.45,1,0,0,1,0,1,0
12083,4,7,1248.06,0,1,2,1,2,2,0
12084,12,1,29.99,0,1,1,1,0,0,0
12085,5,3,227.46,1,1,2,1,1,2,0
12086,10,1,32.98,1,0,1,0,1,1,0
12087,10,3,202.91,1,1,1,0,1,1,0
12088,2,1,98.81,0,1,0,0,1,1,0
12089,10,1,85.84,0,1,0,1,0,0,0
12090,10,6,807.45,1,0,1,1,1,0,0
12091,12,3,321.84,0,1,0,0,0,1,0
12092,1,4,431.98,1,1,0,0,0,1,0
12093,5,2,193.03,0,1,1,0,0,0,0
12094,6,2,172.99,0,1,0,0,1,2,0
12095,6,1,29.99,1,0,1,1,0,2,0
12096,1,5,545.98,1,1,0,1,0,2,0
12097,6,4,392.3,0,1,1,0,1,2,0
12098,9,4,377.38,0,1,0,0,2,1,0
12099,7,2,151.84,1,0,1,0,0,2,0
12100,2,2,123.01,1,0,0,1,0,1,0
12101,11,2,127.81,1,0,0,1,0,2,0
12102,9,1,29.99,1,0,0,0,1,1,0
12103,7,3,214.91,1,0,1,0,0,0,0
12104,9,6,869.9,0,1,0,1,2,1,0
12105,8,5,569.43,0,1,1,1,2,0,0
12106,8,4,398.15,1,0,0,0,2,1,0
12107,5,1,29.99,1,0,2,1,1,0,0
12108,7,1,29.99,1,0,0,1,0,1,0
12109,2,7,1065.6,1,1,0,1,1,0,0
12110,11,5,587.74,0,1,1,1,0,2,0
12111,5,4,363.41,1,0,0,0,0,2,0
12112,12,2,183.96,1,0,0,1,1,0,0
12113,4,2,165.83,0,1,1,1,0,0,0
12114,1,4,485.65,0,1,0,0,0,0,0
12115,5,1,69.65,1,0,2,0,1,2,0
12116,1,1,70.23,1,0,0,1,0,2,0
12117,1,2,156.78,1,0,1,1,1,2,0
12118,1,6,811.22,0,1,1,1,2,0,0
12119,1,2,106.09,1,0,1,1,1,2,0
12120,9,6,836.65,1,0,0,1,1,2,0
12121,2,1,29.99,1,0,0,0,0,0,0
12122,12,3,213.27,1,0,2,1,0,1,0
12123,1,3,308.69,0,1,0,0,0,1,0
12124,8,2,172.11,1,0,0,0,1,0,0
12125,2,1,44.59,1,0,1,0,1,2,0
12126,4,1,87.5,1,0,1,1,0,2,0
12127,1,3,316.0,1,1,2,0,2,0,0
12128,2,6,905.83,1,1,0,1,2,2,0
12129,3,2,194.21,0,1,1,0,1,2,0
12130,4,1,78.24,1,0,1,0,0,0,0
12131,3,3,333.97,1,0,2,0,0,1,0
12132,10,6,941.14,1,1,1,1,2,1,0
12133,6,6,895.54,1,1,2,1,1,2,0
12134,2,1,65.63,0,1,0,1,0,1,0
12135,3,3,243.8,0,1,0,0,1,0,0
12136,1,3,233.7,1,0,0,0,1,1,1
12137,6,7,1001.59,1,1,1,1,2,1,0
12138,5,2,181.63,0,1,0,0,0,2,0
12139,3,3,298.39,0,1,1,1,0,2,0
12140,3,3,301.31,1,0,1,0,0,0,0
12141,1,5,507.9,1,1,1,1,1,2,0
12142,8,1,32.87,1,0,1,1,1,2,0
12143,6,1,33.4,1,0,0,0,1,1,0
12144,1,6,837.05,0,1,1,1,1,1,0
12145,11,1,59.11,1,0,1,1,0,2,0
12146,10,2,150.07,0,1,1,0,1,2,0
12147,3,3,230.61,1,1,1,1,1,0,0
12148,10,1,84.35,0,1,2,0,1,2,0
12149,4,2,114.32,1,0,1,1,1,2,0
12150,11,3,316.26,0,1,0,0,2,0,0
12151,1,2,155.17,0,1,2,1,1,0,0
12152,10,4,369.69,0,1,0,1,2,0,0
12153,5,2,131.67,0,1,2,1,0,2,0
12154,4,4,417.84,1,0,0,0,0,2,0
12155,2,5,694.52,1,0,0,1,0,2,0
12156,5,4,464.7,1,1,0,0,0,1,0
12157,9,1,75.8,0,1,1,1,1,1,0
12158,12,3,226.72,1,1,1,0,1,2,0
12159,8,2,173.73,1,0,1,0,1,0,0
12160,8,3,233.54,0,1,1,0,1,0,0
12161,10,1,29.99,0,1,0,0,0,1,0
12162,3,1,52.44,1,0,1,1,1,0,0
12163,2,2,125.64,0,1,0,0,1,0,0
12164,10,1,72.24,0,1,2,1,0,2,0
12165,10,1,84.23,0,1,1,0,0,0,0
12166,2,1,36.96,0,1,0,1,0,0,0
12167,3,1,80.94,0,1,0,1,1,2,0
12168,6,4,374.6,0,1,0,0,1,2,0
12169,3,6,772.63,1,0,1,1,2,1,0
12170,6,1,85.48,1,0,0,1,0,0,0
12171,11,1,69.79,0,1,1,1,1,0,0
12172,2,2,110.05,0,1,0,0,1,1,0
12173,7,5,709.79,0,1,0,1,0,1,0
12174,1,3,322.31,1,0,0,0,2,1,0
12175,5,1,58.28,0,1,0,1,1,1,0
12176,11,1,29.99,1,0,1,0,1,0,0
12177,3,6,894.47,1,1,0,1,0,2,0
12178,10,3,246.64,1,1,1,1,1,1,0
12179,1,2,152.13,1,0,1,1,1,1,0
12180,4,2,195.12,0,1,0,0,0,2,0
12181,5,4,409.24,1,0,0,1,2,2,0
12182,1,1,78.09,0,1,1,0,1,2,0
12183,3,3,293.45,0,1,1,0,0,1,0
12184,2,4,490.66,0,1,1,0,0,0,0
12185,10,3,203.87,0,1,1,0,0,2,0
12186,4,4,457.62,0,1,1,1,0,2,0
12187,6,2,129.17,0,1,0,1,0,0,0
12188,7,3,295.55,0,1,1,1,1,0,0
12189,3,1,43.45,1,0,2,0,1,1,0
12190,11,1,44.98,1,0,1,0,1,1,0
12191,9,2,122.13,1,0,0,1,1,0,0
12192,6,2,186.1,0,1,1,0,0,0,0
12193,2,1,29.99,1,0,0,0,0,0,0
12194,10,1,29.99,0,1,1,1,0,0,0
12195,10,1,97.55,0,1,1,1,1,0,0
12196,10,2,135.09,0,1,0,0,0,2,0
12197,3,1,57.17,0,1,1,0,1,2,0
12198,3,3,327.62,1,0,0,0,2,2,0
12199,8,2,179.48,0,1,1,0,1,0,0
12200,2,1,32.78,1,0,0,0,1,1,0
12201,1,2,171.67,0,1,1,1,1,1,0
12202,6,1,56.62,1,0,0,1,0,0,0
12203,12,1,29.99,1,0,1,1,0,0,0
12204,1,1,66.65,0,1,0,1,0,2,0
12205,1,5,581.91,1,0,1,1,0,0,0
12206,8,3,217.57,0,1,1,0,2,1,0
12207,7,1,77.52,1,0,1,1,0,2,0
12208,12,2,130.77,0,1,1,0,0,0,0
12209,4,3,210.46,0,1,0,0,0,1,0
12210,4,4,485.72,1,0,1,0,2,0,0
12211,3,1,52.39,0,1,2,1,1,0,0
12212,3,1,38.51,1,0,0,0,1,2,0
12213,5,1,37.81,0,1,0,1,1,0,0
12214,5,4,364.72,1,0,1,0,0,2,0
12215,6,4,374.24,0,1,0,0,0,0,0
12216,11,1,29.99,1,0,0,0,0,1,0
12217,1,2,103.48,0,1,1,0,1,1,0
12218,9,2,186.61,0,1,1,0,0,0,0
12219,2,3,204.3,0,1,1,1,0,1,0
12220,7,2,137.9,1,0,0,0,1,1,0
12221,5,2,103.69,1,0,1,1,0,2,0
12222,11,6,799.39,1,1,1,1,2,1,0
12223,3,3,311.33,1,0,1,0,2,1,0
12224,10,4,353.14,1,0,1,1,1,0,0
12225,4,3,232.2,0,1,1,1,1,0,0
12226,7,1,67.7,1,0,1,0,1,1,0
12227,3,3,339.53,1,0,2,0,0,0,0
12228,2,1,81.22,0,1,0,0,1,0,0
12229,6,3,273.19,0,1,0,1,0,2,0
12230,6,1,48.09,1,0,1,1,1,1,0
12231,7,6,944.01,1,0,2,1,0,0,0
12232,1,3,251.04,0,1,1,1,2,0,0
12233,3,5,602.81,1,0,2,1,2,2,0
12234,1,1,29.99,1,0,0,1,1,1,0
12235,7,2,114.37,1,0,0,0,1,2,0
12236,10,2,148.98,1,0,0,0,1,2,0
12237,10,1,29.99,1,0,0,1,0,1,0
12238,9,1,30.01,0,1,0,0,1,1,0
12239,7,3,257.93,1,0,1,1,1,2,0
12240,4,5,541.17,1,0,1,1,0,0,0
12241,5,1,29.99,1,0,2,0,1,0,0
12242,7,1,29.99,1,0,2,1,1,2,0
12243,5,1,29.99,1,0,1,0,0,0,0
12244,3,2,101.41,1,0,1,1,1,0,0
12245,7,2,120.93,1,0,1,0,1,1,0
12246,5,1,29.99,0,1,0,0,1,2,0
12247,2,3,232.98,0,1,0,1,2,2,0
12248,9,3,262.88,1,1,1,1,2,0,0
12249,7,2,161.52,0,1,1,1,0,2,0
12250,12,1,37.71,0,1,1,0,1,1,0
12251,4,1,87.87,1,0,1,1,0,1,0
12252,3,1,68.5,0,1,1,1,0,2,0
12253,5,3,241.15,1,0,2,0,0,2,0
12254,6,2,136.26,0,1,2,1,0,0,0
12255,3,2,135.91,0,1,2,1,1,0,0
12256,4,3,341.7,0,1,2,0,1,1,0
12257,4,3,300.91,0,1,1,1,1,0,0
12258,10,1,29.99,0,1,2,1,1,0,0
12259,2,2,176.6,0,1,1,1,0,2,0
12260,5,4,375.54,1,0,0,0,0,1,0
12261,9,3,345.49,1,1,1,0,1,1,0
12262,8,1,29.99,0,1,1,0,0,2,0
12263,10,1,29.99,0,1,0,0,0,1,0
12264,8,3,232.1,1,0,1,0,1,1,0
12265,5,5,508.3,0,1,0,1,0,0,0
12266,1,2,134.18,0,1,1,0,0,0,0
12267,8,1,82.78,1,0,0,1,0,0,0
12268,6,3,200.51,0,1,0,0,2,2,0
12269,6,3,260.15,0,1,0,0,1,0,0
12270,4,3,273.75,1,0,2,1,1,0,0
12271,6,5,732.9,1,0,1,1,0,1,0
12272,1,2,111.93,1,0,2,1,1,1,0
12273,1,5,591.75,1,0,1,1,1,1,0
12274,9,3,230.28,0,1,0,0,1,2,0
12275,10,2,142.99,1,0,1,0,1,0,0
12276,1,5,704.53,1,1,0,1,1,1,0
12277,3,3,242.03,0,1,1,0,0,1,0
12278,4,3,246.03,0,1,0,0,1,2,0
12279,3,1,31.78,0,1,0,1,0,0,0
12280,3,3,301.0,0,1,2,0,0,1,0
12281,5,1,29.99,1,0,1,0,0,1,0
12282,9,3,312.77,1,0,2,0,1,2,0
12283,7,1,94.65,0,1,2,1,0,2,0
12284,6,5,548.67,1,0,1,1,0,2,0
12285,10,1,81.14,1,0,1,0,1,0,0
12286,3,7,1450.3,1,0,0,1,0,2,0
12287,4,4,399.71,1,0,2,0,0,2,0
12288,11,2,199.51,0,1,2,1,1,1,0
12289,10,1,29.99,0,1,1,1,1,1,0
12290,7,3,222.36,0,1,0,0,0,0,0
12291,11,1,29.99,1,0,0,1,0,2,0
12292,1,2,146.43,1,0,0,1,0,2,0
12293,10,2,191.94,0,1,1,1,0,1,0
12294,3,1,47.66,0,1,0,1,1,1,0
12295,9,3,273.43,0,1,2,0,0,2,0
12296,4,1,83.93,1,0,1,1,1,0,0
12297,7,2,176.02,1,0,0,1,0,0,0
12298,2,3,214.95,1,0,1,0,0,2,0
12299,1,1,79.45,1,0,0,1,0,2,0
12300,9,1,94.14,1,0,2,1,0,0,0
12301,1,3,234.17,1,0,2,1,1,0,0
12302,3,3,240.37,0,1,0,0,0,0,0
12303,12,1,29.99,0,1,1,0,0,2,0
12304,2,4,465.95,1,0,1,0,0,1,0
12305,6,3,225.0,0,1,1,0,0,2,0
12306,3,3,235.66,0,1,0,1,1,0,0
12307,9,3,256.59,1,1,0,1,0,1,0
12308,1,2,153.77,1,0,1,1,1,2,0
12309,10,4,440.83,1,0,1,0,1,2,0
12310,4,5,733.18,1,0,0,1,1,0,0
12311,8,3,212.3,1,0,1,0,1,1,0
12312,2,1,29.99,1,0,1,1,0,2,0
12313,11,2,173.18,0,1,1,0,1,2,0
12314,7,5,573.14,1,1,0,1,1,2,0
12315,8,6,773.76,1,1,2,1,0,1,0
12316,11,1,29.99,0,1,1,1,0,1,0
12317,8,3,219.63,1,0,1,0,0,1,0
12318,1,1,34.16,0,1,0,1,0,0,0
12319,2,1,74.85,0,1,1,1,1,2,0
12320,2,2,115.69,1,0,0,0,0,0,0
12321,10,1,29.99,0,1,1,0,0,2,0
12322,8,1,83.57,1,0,0,1,1,1,0
12323,2,1,29.99,0,1,0,1,1,1,0
12324,3,5,554.56,1,0,1,1,2,0,0
12325,10,1,92.71,0,1,1,0,0,0,0
12326,2,2,139.77,0,1,0,0,1,2,0
12327,10,1,42.72,1,0,1,1,1,0,0
12328,6,6,826.38,1,1,0,1,0,2,0
12329,8,5,727.98,1,0,1,1,1,0,0
12330,1,1,75.08,0,1,1,1,0,1,0
12331,5,1,83.72,0,1,2,0,0,0,0
12332,3,1,80.91,0,1,1,0,1,1,0
12333,4,2,133.06,1,0,0,0,1,0,0
12334,3,2,110.38,1,0,0,1,0,0,0
12335,9,1,84.27,1,0,1,0,1,2,0
12336,9,2,101.22,1,0,1,1,0,2,0
12337,3,1,39.21,0,1,0,0,0,2,0
12338,11,2,199.48,1,0,0,0,0,1,0
12339,7,2,106.29,0,1,0,0,0,2,0
12340,4,7,1056.11,1,1,1,1,0,2,0
12341,4,4,426.91,1,0,1,0,1,0,0
12342,10,1,29.99,1,0,0,1,0,0,0
12343,5,1,29.99,1,0,1,0,0,2,0
12344,1,2,190.17,1,0,1,0,0,0,0
12345,2,2,160.66,0,1,0,1,0,2,0
12346,2,1,33.87,1,0,0,0,0,0,0
12347,7,2,178.88,1,0,2,0,1,1,0
12348,10,3,339.77,0,1,1,0,0,0,0
12349,3,3,266.98,0,1,2,1,2,1,0
12350,7,3,303.69,0,1,0,0,1,1,0
12351,9,1,62.64,1,0,0,1,0,2,0
12352,7,2,125.78,1,0,0,1,0,1,0
12353,6,1,41.65,0,1,1,1,1,0,0
12354,9,5,510.54,0,1,1,1,0,1,0
12355,1,6,887.52,1,1,0,1,2,0,0
12356,8,2,120.49,1,0,0,0,0,0,0
12357,12,1,57.31,0,1,0,0,0,0,0
12358,1,4,442.25,1,0,0,0,2,2,0
12359,9,3,320.74,1,1,0,0,0,1,0
12360,9,1,30.51,0,1,2,0,1,2,0
12361,7,2,140.04,0,1,1,0,1,1,0
12362,9,7,1465.25,1,1,0,1,2,1,0
12363,10,3,265.42,0,1,2,1,1,0,0
12364,1,1,29.99,1,0,0,1,1,1,0
12365,1,4,425.13,1,0,0,1,1,1,0
12366,11,4,371.35,1,1,1,0,1,1,0
12367,10,3,246.38,1,0,2,1,2,2,0
12368,1,2,142.35,1,0,1,1,1,0,0
12369,5,1,43.06,1,0,1,0,1,1,0
12370,11,1,29.99,1,0,2,0,0,1,0
12371,2,2,196.53,0,1,0,0,1,1,0
12372,3,4,415.93,0,1,2,1,0,2,0
12373,10,1,29.99,0,1,0,0,0,0,0
12374,2,5,574.92,0,1,1,1,2,2,0
12375,10,3,248.86,0,1,1,0,2,1,0
12376,1,5,602.11,1,0,1,1,2,2,0
12377,12,2,129.14,0,1,0,0,0,2,0
12378,4,1,63.1,0,1,2,1,1,0,0
12379,11,1,44.97,1,0,1,0,1,1,0
12380,1,6,777.73,1,0,1,1,1,1,0
12381,5,1,29.99,1,0,0,0,0,1,0
12382,3,1,55.74,1,0,0,0,1,0,0
12383,8,2,167.1,1,0,1,1,0,0,0
12384,10,1,29.99,1,0,1,1,1,2,0
12385,6,5,647.33,1,1,0,1,1,2,0
12386,2,2,191.68,0,1,2,0,1,1,0
12387,6,6,982.76,1,1,0,1,0,2,0
12388,10,1,29.99,1,0,0,1,1,1,0
12389,9,1,29.99,0,1,0,1,0,2,0
12390,4,2,197.95,1,0,2,1,0,0,0
12391,8,3,210.24,1,0,0,1,0,1,0
12392,9,2,151.63,0,1,0,1,0,1,0
12393,9,1,57.74,1,0,1,0,0,2,0
12394,2,3,284.7,1,0,1,1,1,2,0
12395,1,3,285.28,1,1,0,0,1,1,0
12396,6,3,309.04,1,0,1,1,0,1,0
12397,11,1,36.44,0,1,1,1,0,2,0
12398,10,2,110.36,0,1,0,1,0,0,0
12399,3,4,455.44,0,1,2,0,1,1,0
12400,10,2,103.43,0,1,2,1,1,1,0
12401,7,1,55.64,1,0,1,1,1,1,0
12402,7,3,214.81,0,1,0,0,2,2,0
12403,2,2,113.03,0,1,2,0,0,0,0
12404,8,2,195.16,0,1,0,1,1,0,0
12405,2,2,188.47,1,0,1,0,0,0,0
12406,8,2,106.73,0,1,2,1,0,0,0
12407,4,6,953.57,1,1,1,1,2,0,0
12408,6,1,29.99,1,0,1,1,1,0,0
12409,8,2,170.27,0,1,1,0,1,1,1
12410,6,1,33.01,0,1,2,0,0,1,0
12411,4,2,117.04,1,0,1,1,0,1,0
12412,10,3,285.14,1,1,1,1,1,0,0
12413,6,1,43.52,0,1,1,0,1,0,0
12414,1,2,170.41,1,0,0,0,1,0,0
12415,8,5,512.63,0,1,0,1,0,0,0
12416,3,5,538.89,0,1,1,1,1,0,0
12417,3,1,81.03,1,0,2,0,0,1,0
12418,5,2,186.11,1,0,2,0,0,1,0
12419,11,5,577.81,0,1,1,1,0,1,0
12420,3,7,1345.74,0,1,0,1,0,2,0
12421,3,3,291.68,0,1,1,1,0,2,0
12422,1,2,113.17,1,0,1,1,1,0,0
12423,11,3,249.11,0,1,1,0,0,0,0
12424,6,1,30.72,1,0,2,0,1,2,0
12425,9,2,167.65,1,0,0,0,0,1,0
12426,1,3,252.04,1,0,1,1,1,0,0
12427,6,6,947.71,0,1,1,1,2,1,0
12428,1,2,156.77,0,1,2,0,0,0,0
12429,7,2,166.77,1,0,0,0,1,1,0
12430,7,4,468.11,0,1,1,1,0,2,0
12431,9,1,58.41,1,0,0,1,0,1,0
12432,9,5,513.43,0,1,0,1,2,2,0
12433,1,3,231.35,1,1,2,1,1,1,0
12434,10,3,269.51,1,1,0,0,0,2,0
12435,2,6,914.3,1,0,2,1,2,0,0
12436,1,3,338.97,0,1,2,1,0,0,0
12437,10,2,154.36,1,0,1,0,1,1,0
12438,8,1,78.64,1,0,1,1,0,2,0
12439,12,1,71.03,0,1,0,1,1,0,0
12440,7,3,207.1,1,1,0,0,0,2,0
12441,3,1,43.33,1,0,1,1,1,0,0
12442,2,4,433.3,1,0,0,0,2,2,0
12443,1,4,417.34,1,1,1,0,1,1,0
12444,10,1,58.86,1,0,0,1,0,2,0
12445,5,1,57.32,0,1,0,0,1,0,0
12446,12,1,83.94,0,1,0,0,0,2,0
12447,10,2,150.32,0,1,1,1,1,2,0
12448,9,1,74.59,1,0,1,0,0,0,0
12449,4,4,372.62,0,1,0,1,2,1,0
12450,1,5,688.85,1,1,1,1,2,2,0
12451,11,2,137.02,0,1,0,0,0,1,0
12452,3,3,267.06,1,0,0,1,1,1,0
12453,6,3,210.94,1,0,2,1,0,2,1
12454,2,5,550.55,1,1,2,1,0,1,0
12455,9,3,261.05,1,0,0,1,0,0,0
12456,1,1,69.74,1,0,0,1,0,2,0
12457,12,2,149.17,0,1,0,1,0,0,0
12458,6,1,30.5,0,1,0,1,1,1,0
12459,10,1,29.99,1,0,1,0,0,2,0
12460,7,3,287.67,1,0,0,1,0,2,0
12461,6,3,257.54,0,1,0,0,1,0,0
12462,7,3,318.39,1,0,1,0,0,0,0
12463,4,2,140.6,1,0,2,1,1,0,0
12464,5,4,439.26,1,0,1,0,2,2,0
12465,1,1,86.15,1,0,1,1,0,2,0
12466,2,3,246.26,1,1,1,0,0,2,0
12467,2,7,1685.16,0,1,0,1,1,2,0
12468,5,4,405.21,1,1,0,0,2,1,0
12469,9,1,93.64,0,1,1,1,0,1,0
12470,5,1,36.5,0,1,1,1,1,0,0
12471,10,1,45.43,1,0,1,0,0,1,0
12472,5,7,1245.74,1,0,2,1,1,0,0
12473,1,7,1042.67,1,0,0,1,2,0,0
12474,7,1,29.99,0,1,1,0,1,0,0
12475,10,2,161.65,1,0,0,0,1,0,0
12476,1,4,386.62,0,1,1,0,0,2,0
12477,7,2,194.28,0,1,1,0,0,2,0
12478,9,6,859.35,1,0,1,1,2,0,0
12479,11,4,416.38,0,1,1,0,1,2,0
12480,1,2,148.1,0,1,1,0,1,2,0
12481,9,1,42.94,0,1,1,0,0,0,0
12482,8,1,50.83,0,1,1,1,1,0,0
12483,6,1,29.99,0,1,0,1,1,0,0
12484,2,1,76.02,1,0,1,1,0,0,0
12485,3,1,54.74,0,1,0,1,0,1,0
12486,7,2,107.78,1,0,1,1,0,0,0
12487,11,4,418.89,1,0,0,0,1,1,0
12488,7,6,902.82,0,1,1,1,0,0,0
12489,6,3,204.58,1,0,1,1,0,0,0
12490,11,4,350.35,1,1,1,0,0,0,0
12491,4,6,812.77,0,1,1,1,2,0,0
12492,10,1,46.33,0,1,0,1,1,1,0
12493,9,1,29.99,1,0,2,0,1,1,0
12494,2,5,607.79,0,1,0,1,1,2,0
12495,1,5,529.82,0,1,2,1,0,0,0
12496,11,1,29.99,1,0,1,0,1,0,0
12497,12,2,141.08,1,0,0,0,1,1,0
12498,9,1,90.68,0,1,0,0,1,2,0
12499,8,4,371.78,1,1,0,0,2,0,0
12500,7,3,310.6,1,0,0,1,2,0,0
12501,5,2,123.97,1,0,0,0,0,0,0
12502,11,2,161.94,0,1,1,0,1,0,0
12503,8,2,105.55,1,0,0,0,0,0,0
12504,9,2,166.15,0,1,0,0,1,0,0
12505,7,4,459.58,0,1,1,0,0,1,0
12506,6,3,315.93,0,1,1,0,2,1,0
12507,4,2,184.02,1,0,1,0,1,1,0
12508,1,3,307.5,0,1,2,0,2,0,0
12509,10,6,962.78,1,1,1,1,1,1,0
12510,6,2,109.73,1,0,1,0,1,0,0
12511,1,2,117.27,0,1,2,0,1,1,0
12512,3,2,153.7,1,0,1,0,0,1,0
12513,9,2,136.45,0,1,0,1,0,1,0
12514,1,5,668.66,1,0,0,1,1,2,0
12515,9,1,29.99,1,0,1,1,0,2,0
12516,8,2,151.07,1,0,0,0,1,2,0
12517,4,1,81.45,0,1,0,1,1,1,0
12518,4,3,343.46,1,1,2,0,1,1,0
12519,7,1,67.96,1,0,1,0,0,0,0
12520,1,4,479.26,1,0,1,0,2,2,0
12521,3,3,268.86,1,1,0,0,0,2,0
12522,6,2,178.3,1,0,0,1,0,0,0
12523,12,2,119.72,1,0,0,0,1,1,0
12524,10,5,543.65,0,1,0,1,1,2,0
12525,10,4,429.05,0,1,1,0,0,0,0
12526,9,2,141.03,0,1,2,1,1,0,0
12527,7,5,574.79,1,1,2,1,0,1,0
12528,10,3,241.75,0,1,0,1,1,1,0
12529,7,4,409.76,1,1,0,0,2,1,0
12530,9,5,506.83,1,0,2,1,2,1,0
12531,10,3,299.66,1,0,1,0,0,1,0
12532,10,1,29.99,1,0,0,1,1,0,0
12533,2,3,309.05,1,0,0,1,2,0,0
12534,1,3,233.04,1,1,1,0,1,1,0
12535,3,1,35.61,1,0,1,1,0,2,0
12536,4,4,366.15,0,1,1,0,2,1,0
12537,9,2,100.86,1,0,1,1,1,1,0
12538,9,4,427.55,1,0,2,0,2,1,0
12539,3,1,46.71,0,1,1,1,1,0,0
12540,1,1,29.99,1,0,1,1,1,0,0
12541,2,5,531.74,1,1,0,1,2,0,0
12542,7,1,29.99,1,0,1,1,1,0,0
12543,9,1,29.99,1,0,1,0,0,2,0
12544,7,2,152.38,1,0,1,0,0,1,0
12545,4,2,169.32,0,1,0,1,1,1,0
12546,9,1,29.99,0,1,1,0,1,0,0
12547,3,4,485.46,0,1,0,1,0,1,0
12548,3,5,576.06,1,0,1,1,1,0,0
12549,1,2,146.38,0,1,0,0,0,0,0
12550,2,2,175.72,1,0,1,1,0,1,0
12551,3,1,29.99,1,0,2,0,1,1,0
12552,6,2,103.62,1,0,1,1,1,1,0
12553,1,1,81.11,0,1,1,1,1,2,0
12554,6,2,153.9,0,1,2,0,1,2,0
12555,7,6,817.54,1,0,1,1,0,1,0
12556,2,3,260.17,0,1,1,0,2,0,0
12557,2,1,29.99,1,0,0,0,0,0,0
12558,1,3,292.63,0,1,0,0,1,2,0
12559,7,1,29.99,1,0,1,0,0,0,0
12560,3,2,111.04,0,1,0,0,1,1,0
12561,4,1,29.99,1,0,0,0,1,0,0
12562,5,1,48.88,1,0,1,1,1,0,0
12563,11,4,378.57,0,1,0,0,0,1,0
12564,3,3,296.16,0,1,0,1,2,1,0
12565,3,7,1349.82,0,1,1,1,2,0,0
12566,12,1,41.87,0,1,0,1,1,2,0
12567,7,2,137.63,1,0,1,1,1,1,0
12568,8,4,374.86,1,1,0,1,0,2,0
12569,10,6,915.26,0,1,1,1,2,1,0
12570,12,3,336.13,0,1,0,0,0,0,0
12571,5,1,43.99,1,0,1,0,1,0,0
12572,4,3,260.8,0,1,2,0,1,2,0
12573,4,3,248.55,0,1,1,0,2,0,0
12574,9,1,29.99,1,0,1,0,0,1,0
12575,2,1,29.99,0,1,0,0,0,1,0
12576,3,1,63.19,0,1,0,1,1,2,0
12577,6,5,714.71,0,1,1,1,0,2,0
12578,3,3,278.4,1,0,0,1,1,0,0
12579,2,1,34.35,0,1,0,1,0,1,0
12580,1,2,179.04,0,1,1,1,0,0,0
12581,2,1,78.25,0,1,0,0,0,2,0
12582,6,3,245.65,0,1,1,0,1,0,0
12583,1,1,81.69,0,1,1,0,1,1,0
12584,4,1,29.99,0,1,1,1,0,1,0
12585,4,3,312.04,0,1,0,0,1,1,0
12586,9,2,133.16,0,1,2,0,1,0,0
12587,12,1,64.38,0,1,0,0,0,0,0
12588,3,2,176.85,1,0,1,0,1,0,0
12589,5,2,128.65,1,0,1,1,1,0,0
12590,8,3,261.9,1,1,0,0,1,0,0
12591,8,3,249.56,1,0,0,0,1,2,0
12592,3,1,83.53,0,1,0,0,0,2,0
12593,5,3,217.79,1,0,0,1,0,0,0
12594,1,4,430.21,0,1,2,0,1,1,0
12595,12,1,42.0,1,0,1,0,1,0,0
12596,4,2,127.82,0,1,0,1,0,2,0
12597,4,1,29.99,0,1,1,0,0,0,0
12598,7,1,96.08,0,1,1,0,1,2,0
12599,9,1,30.63,1,0,0,0,1,2,0
12600,3,2,158.76,0,1,0,1,0,2,0
12601,2,7,1078.44,0,1,0,1,0,1,0
12602,9,2,138.11,1,0,1,0,1,2,0
12603,6,2,118.26,1,0,0,1,0,0,0
12604,12,1,36.89,0,1,0,1,0,1,0
12605,2,3,227.93,1,0,0,0,1,2,0
12606,1,2,176.88,1,0,1,0,1,0,0
12607,10,6,877.1,1,1,1,1,1,1,0
12608,3,5,740.26,1,0,1,1,1,0,0
12609,10,2,148.23,0,1,0,1,1,0,0
12610,1,4,355.5,1,1,0,1,1,1,0
12611,12,2,193.65,0,1,0,0,1,2,0
12612,9,1,63.67,0,1,0,1,1,0,0
12613,3,1,29.99,1,0,1,0,1,1,0
12614,2,3,257.1,0,1,0,1,2,0,0
12615,10,4,381.75,1,0,0,0,1,0,0
12616,12,2,132.34,0,1,2,1,0,1,0
12617,9,1,29.99,0,1,2,0,0,0,0
