id,recency,history_segment,history,mens,womens,region,newbie,channel
36288,6,1,36.64,0,1,0,1,0
36289,4,2,171.45,0,1,1,0,0
36290,2,2,156.41,1,0,1,0,1
36291,9,1,87.43,0,1,2,0,1
36292,8,2,130.96,1,0,1,0,1
36293,4,4,446.46,1,1,1,0,2
36294,12,1,79.45,0,1,2,0,1
36295,2,5,542.49,1,0,1,1,2
36296,4,1,29.99,0,1,0,0,0
36297,3,4,485.55,0,1,1,0,0
36298,12,1,29.99,0,1,0,1,1
36299,1,4,425.94,1,0,1,0,2
36300,8,2,142.39,0,1,0,1,0
36301,2,1,89.59,0,1,0,1,1
36302,9,3,320.06,0,1,1,0,2
36303,2,6,965.21,0,1,1,1,2
36304,6,2,182.09,0,1,1,1,1
36305,10,1,67.08,0,1,1,0,0
36306,9,5,535.17,0,1,1,1,0
36307,5,2,181.8,1,0,1,0,0
36308,3,2,138.69,0,1,1,1,1
36309,12,3,267.99,0,1,0,1,0
36310,3,2,112.96,0,1,1,0,0
36311,10,4,454.77,1,1,1,0,0
36312,9,1,29.99,0,1,1,1,1
36313,10,2,143.88,1,0,1,1,1
36314,1,3,210.8,1,0,1,1,2
36315,10,2,140.77,0,1,0,1,1
36316,7,3,330.81,0,1,1,0,1
36317,1,3,288.64,0,1,0,1,0
36318,3,6,760.75,0,1,1,1,2
36319,6,3,253.96,1,0,0,1,1
36320,5,3,331.74,1,1,0,1,2
36321,4,6,766.47,1,1,0,1,2
36322,2,1,29.99,0,1,2,1,0
36323,8,1,42.64,0,1,1,0,0
36324,12,1,29.99,0,1,2,1,1
36325,5,1,42.75,1,0,1,0,1
36326,2,1,29.99,1,0,1,1,0
36327,7,1,83.64,0,1,0,1,0
36328,7,1,42.86,1,0,1,0,0
36329,6,1,29.99,1,0,2,0,0
36330,10,1,29.99,1,0,1,0,1
36331,9,1,29.99,0,1,1,1,0
36332,7,2,152.34,1,0,2,0,0
36333,10,1,34.9,0,1,2,1,0
36334,6,1,29.99,0,1,1,0,1
36335,6,4,429.7,0,1,2,1,1
36336,2,2,163.74,1,0,0,0,0
36337,4,2,187.29,1,0,1,1,0
36338,3,3,200.69,1,0,1,1,0
36339,6,1,91.26,0,1,1,1,0
36340,12,3,231.4,1,0,1,1,0
36341,9,2,127.47,0,1,1,0,1
36342,11,1,30.31,1,0,1,1,1
36343,3,3,288.89,1,0,1,1,2
36344,9,1,30.62,0,1,2,1,1
36345,1,1,29.99,1,0,2,1,1
36346,1,4,405.1,1,0,0,0,1
36347,4,3,224.91,1,1,1,0,0
36348,1,1,29.99,0,1,1,1,0
36349,9,5,520.75,1,0,1,1,2
36350,9,1,34.78,0,1,0,1,1
36351,1,5,656.86,1,1,1,1,2
36352,4,4,383.39,0,1,0,0,1
36353,9,2,143.0,0,1,1,0,1
36354,1,2,102.23,0,1,1,0,0
36355,12,5,562.94,1,1,1,1,2
36356,6,4,454.59,1,0,2,1,0
36357,4,5,741.36,1,1,1,1,2
36358,3,2,106.0,1,0,2,1,1
36359,11,1,37.21,1,0,1,0,0
36360,1,3,296.46,0,1,2,1,0
36361,10,2,189.98,1,0,1,0,1
36362,6,2,119.58,1,0,1,1,0
36363,10,1,29.99,1,0,1,0,1
36364,4,3,243.46,0,1,0,0,0
36365,3,3,208.15,0,1,1,0,2
36366,6,3,211.24,0,1,1,0,0
36367,6,7,1131.22,0,1,1,1,0
36368,12,5,578.71,1,1,1,1,2
36369,2,1,69.45,1,0,1,1,1
36370,10,4,366.93,1,0,1,0,0
36371,1,3,336.12,0,1,2,0,0
36372,3,2,110.42,1,0,0,0,1
36373,9,1,38.29,1,0,1,0,1
36374,2,4,394.49,0,1,0,0,0
36375,5,1,29.99,0,1,1,0,1
36376,11,2,129.29,1,0,1,0,1
36377,4,1,29.99,0,1,1,0,0
36378,9,1,29.99,1,0,2,1,0
36379,4,2,186.1,0,1,0,0,0
36380,2,2,177.9,1,0,0,0,1
36381,3,5,591.09,1,1,0,1,0
36382,5,4,375.22,0,1,2,0,2
36383,2,1,29.99,1,0,1,0,1
36384,4,2,116.07,0,1,1,0,0
36385,5,5,600.24,1,0,0,1,1
36386,1,3,294.36,1,0,0,0,1
36387,9,2,104.97,1,0,1,0,0
36388,9,2,145.47,1,0,2,0,0
36389,1,2,189.13,0,1,0,0,0
36390,6,1,85.48,1,0,1,1,0
36391,10,2,109.81,0,1,1,1,0
36392,1,4,382.15,0,1,0,0,1
36393,4,5,707.74,1,1,0,1,2
36394,8,4,473.55,0,1,1,0,2
36395,3,3,338.19,1,0,1,0,1
36396,3,2,123.59,1,0,1,0,0
36397,12,1,62.14,0,1,1,0,0
36398,10,1,39.82,1,0,0,0,0
36399,3,1,29.99,0,1,2,0,0
36400,9,2,107.68,1,0,1,1,1
36401,2,2,176.09,0,1,0,1,1
36402,10,2,118.93,0,1,1,0,1
36403,9,1,42.1,1,0,0,0,0
36404,3,4,359.83,1,0,0,0,2
36405,10,1,29.99,1,0,1,0,0
36406,6,1,77.32,1,0,2,0,0
36407,5,5,659.21,0,1,0,1,2
36408,9,1,29.99,0,1,1,1,0
36409,1,2,117.01,1,0,2,1,0
36410,10,1,58.63,1,0,1,1,0
36411,8,3,216.73,0,1,2,0,0
36412,4,1,29.99,1,0,1,0,1
36413,1,5,581.94,0,1,1,1,2
36414,7,1,56.04,0,1,1,1,0
36415,6,1,29.99,1,0,0,1,0
36416,1,3,272.07,1,0,1,0,2
36417,8,1,74.78,0,1,1,0,1
36418,10,2,140.76,1,0,1,0,0
36419,10,2,152.57,0,1,2,0,1
36420,3,5,719.54,0,1,0,1,0
36421,9,1,57.77,1,0,1,0,1
36422,9,2,175.08,1,0,0,0,1
36423,4,3,327.51,1,0,0,1,1
36424,10,3,260.91,1,0,2,0,1
36425,5,2,131.7,0,1,1,0,0
36426,11,2,140.42,0,1,0,1,1
36427,10,4,467.43,0,1,0,0,2
36428,12,1,91.09,0,1,0,1,0
36429,2,4,490.36,1,0,0,0,0
36430,5,6,964.59,0,1,1,1,1
36431,5,2,177.59,0,1,1,1,1
36432,1,2,145.87,0,1,0,0,1
36433,8,1,64.8,1,0,0,1,1
36434,1,7,1215.98,0,1,0,1,2
36435,9,5,508.99,0,1,1,1,2
36436,9,1,60.74,0,1,0,0,0
36437,3,1,79.49,0,1,1,0,1
36438,6,2,118.63,1,0,0,0,1
36439,7,2,103.84,1,0,1,1,0
36440,10,1,63.05,1,0,0,0,1
36441,6,1,81.61,0,1,1,1,1
36442,7,2,118.51,0,1,1,1,1
36443,9,6,813.09,0,1,1,1,2
36444,8,2,140.89,0,1,0,1,1
36445,11,1,90.41,0,1,1,1,1
36446,4,1,75.55,1,0,0,1,1
36447,1,1,85.17,0,1,0,1,1
36448,10,1,29.99,1,0,0,1,1
36449,10,2,175.88,1,0,1,1,0
36450,6,3,229.69,1,0,1,0,0
36451,4,7,1325.92,1,0,1,1,2
36452,10,1,81.67,1,0,0,1,0
36453,4,7,1034.62,1,0,1,1,1
36454,4,2,183.54,0,1,2,1,0
36455,7,2,152.29,0,1,0,0,1
36456,10,1,70.48,0,1,0,0,1
36457,11,3,250.22,0,1,0,1,0
36458,10,2,170.19,1,0,0,1,1
36459,10,1,43.25,0,1,1,0,1
36460,4,2,122.92,1,0,0,1,1
36461,10,1,87.97,1,0,0,0,0
36462,2,3,289.55,0,1,2,0,1
36463,4,5,557.17,1,1,0,1,2
36464,6,3,222.18,1,1,1,0,0
36465,12,2,105.34,0,1,2,0,1
36466,5,2,150.01,1,0,0,1,1
36467,3,2,123.72,1,0,0,1,1
36468,8,3,262.6,1,0,2,0,2
36469,1,3,269.36,1,0,1,0,1
36470,4,4,479.55,0,1,0,0,1
36471,9,4,354.14,1,0,1,0,2
36472,11,3,287.77,1,0,2,1,0
36473,10,4,485.68,0,1,0,0,2
36474,4,2,114.39,0,1,1,0,1
36475,8,3,237.56,1,0,0,0,0
36476,6,1,72.13,0,1,0,0,1
36477,1,3,269.18,0,1,2,0,0
36478,10,2,121.19,0,1,2,0,0
36479,2,4,434.09,0,1,1,0,1
36480,8,1,44.59,1,0,1,1,0
36481,9,2,176.29,1,0,0,0,1
36482,11,2,129.56,0,1,1,1,1
36483,1,1,32.72,1,0,0,0,0
36484,4,4,396.8,0,1,0,0,0
36485,10,1,56.28,0,1,0,1,1
36486,6,2,159.25,0,1,0,1,1
36487,2,2,174.71,1,0,0,1,1
36488,1,1,79.23,0,1,0,1,0
36489,7,2,173.1,1,0,0,0,1
36490,5,1,76.2,0,1,0,1,0
36491,8,3,247.63,0,1,0,1,2
36492,3,3,280.39,1,1,0,0,2
36493,6,3,206.61,0,1,1,0,0
36494,4,3,216.87,0,1,0,0,0
36495,3,3,225.5,1,0,0,1,1
36496,10,1,64.65,0,1,1,0,1
36497,2,5,623.14,1,1,1,1,2
36498,2,3,321.82,0,1,0,0,0
36499,4,3,348.53,0,1,0,0,2
36500,9,1,93.28,1,0,2,1,1
36501,6,2,193.98,1,0,2,1,1
36502,1,2,145.38,0,1,0,1,0
36503,10,1,48.23,1,0,1,1,1
36504,6,1,29.99,0,1,0,0,1
36505,10,3,292.57,1,0,1,1,2
36506,7,3,211.75,0,1,0,0,1
36507,7,2,101.33,0,1,0,1,0
36508,2,2,156.72,0,1,0,0,0
36509,7,5,561.29,0,1,0,1,1
36510,9,3,236.59,1,0,0,1,1
36511,2,3,249.0,1,0,1,0,0
36512,1,4,366.22,1,0,0,0,2
36513,10,1,87.07,1,0,1,0,1
36514,10,1,81.99,0,1,0,0,0
36515,3,1,74.93,0,1,0,0,0
36516,4,1,43.09,1,0,0,0,1
36517,10,3,328.52,1,0,0,1,2
36518,5,3,270.95,0,1,1,1,2
36519,12,2,180.74,0,1,0,0,0
36520,1,7,1416.06,1,1,1,1,2
36521,2,4,376.26,1,1,1,0,0
36522,3,1,29.99,1,0,0,1,0
36523,2,1,68.63,0,1,2,1,1
36524,1,6,806.22,1,1,1,1,2
36525,2,2,145.63,0,1,0,0,0
36526,1,4,453.77,0,1,1,0,2
36527,9,1,54.45,0,1,0,0,1
36528,3,4,364.63,0,1,1,0,0
36529,10,2,167.4,0,1,1,0,0
36530,11,1,41.89,1,0,1,1,0
36531,6,2,146.26,1,0,0,0,0
36532,9,4,464.93,1,1,0,0,2
36533,4,1,78.96,0,1,0,1,1
36534,12,3,260.2,0,1,1,1,0
36535,8,3,297.93,1,0,0,1,1
36536,10,2,111.21,0,1,2,0,1
36537,1,6,776.52,1,1,1,1,1
36538,7,4,492.02,1,1,0,0,1
36539,4,6,943.15,0,1,2,1,0
36540,3,6,898.75,1,1,2,1,2
36541,7,3,304.38,0,1,1,0,0
36542,7,3,209.0,0,1,1,1,0
36543,6,3,284.88,1,0,0,0,1
36544,5,1,29.99,1,0,2,0,0
36545,12,1,79.61,0,1,1,1,0
36546,1,3,308.22,1,0,1,0,2
36547,10,3,242.33,1,0,0,0,0
36548,11,1,53.68,0,1,1,0,0
36549,5,2,176.59,0,1,1,0,1
36550,1,3,222.66,0,1,0,1,2
36551,1,7,1213.36,0,1,0,1,2
36552,1,4,477.97,1,1,1,1,2
36553,9,1,29.99,0,1,1,0,1
36554,1,4,350.62,1,1,1,1,1
36555,10,2,198.09,1,0,1,0,1
36556,2,2,117.52,1,0,2,1,1
36557,10,2,120.43,0,1,1,1,1
36558,10,2,192.64,1,0,2,1,0
36559,6,4,415.38,1,0,0,0,2
36560,6,6,755.58,1,1,1,1,1
36561,5,3,212.32,1,0,1,0,2
36562,10,1,29.99,0,1,0,1,0
36563,3,2,178.95,1,0,0,0,1
36564,3,3,259.28,0,1,0,0,0
36565,1,2,188.9,1,0,1,0,0
36566,11,1,99.34,1,0,1,0,0
36567,1,3,217.96,0,1,1,1,1
36568,9,1,69.36,0,1,1,1,1
36569,11,3,225.77,1,0,0,1,1
36570,9,3,275.79,1,0,0,0,2
36571,6,3,223.9,1,0,0,1,2
36572,2,1,76.58,1,0,0,0,0
36573,9,1,29.99,1,0,0,1,1
36574,9,5,691.26,1,1,0,1,0
36575,2,2,117.48,1,0,0,1,1
36576,11,2,112.42,1,0,0,1,1
36577,2,1,30.85,0,1,0,1,0
36578,10,1,34.53,1,0,1,1,0
36579,9,3,252.5,1,0,0,0,1
36580,5,3,321.98,1,0,1,0,0
36581,1,3,333.49,0,1,1,0,2
36582,5,1,47.75,1,0,1,1,0
36583,6,3,204.31,1,0,0,0,2
36584,7,1,38.86,0,1,1,0,0
36585,10,2,139.31,0,1,1,1,0
36586,10,1,29.99,0,1,0,0,0
36587,10,1,33.15,0,1,2,0,0
36588,9,3,248.54,0,1,1,0,1
36589,1,3,346.3,0,1,0,0,2
36590,6,2,198.39,0,1,2,0,0
36591,11,1,96.07,0,1,0,0,1
36592,1,5,742.87,1,1,1,1,1
36593,10,1,29.99,1,0,1,0,0
36594,9,1,64.34,0,1,0,0,0
36595,12,2,144.57,1,0,0,0,0
36596,12,2,111.08,0,1,1,0,1
36597,1,1,52.97,1,0,0,1,1
36598,2,1,29.99,1,0,0,0,0
36599,12,1,53.09,0,1,1,0,1
36600,3,1,40.51,0,1,1,1,1
36601,10,4,351.62,0,1,1,0,0
36602,9,1,29.99,0,1,0,1,0
36603,10,3,320.14,1,1,0,0,0
36604,11,2,159.58,1,0,2,0,1
36605,6,4,466.82,1,1,2,1,2
36606,11,3,211.57,0,1,1,0,0
36607,9,2,163.29,1,0,0,0,1
36608,2,2,158.81,0,1,0,1,1
36609,9,4,365.42,0,1,0,0,1
36610,10,3,247.9,1,0,1,1,0
36611,11,3,202.78,0,1,1,1,0
36612,2,2,116.93,1,0,1,0,0
36613,10,4,377.69,1,1,1,1,1
36614,1,5,621.22,1,1,0,1,1
36615,3,1,29.99,1,0,2,0,0
36616,7,1,29.99,0,1,1,0,0
36617,6,3,304.88,1,0,2,0,1
36618,8,1,68.29,1,0,1,1,1
36619,4,5,511.62,0,1,1,1,1
36620,1,6,851.87,1,1,1,1,1
36621,10,2,172.4,1,0,0,0,0
36622,7,3,209.28,1,0,1,1,1
36623,1,2,172.37,1,0,1,1,1
36624,3,3,274.1,0,1,0,0,0
36625,9,6,875.93,1,1,0,1,1
36626,1,2,185.74,0,1,0,0,0
36627,2,5,667.6,1,1,1,1,2
36628,5,2,199.44,0,1,1,0,0
36629,1,5,573.98,0,1,1,1,2
36630,7,1,58.7,0,1,1,0,0
36631,11,1,29.99,1,0,0,1,1
36632,2,1,77.24,1,0,2,1,1
36633,9,1,55.61,0,1,1,0,0
36634,3,2,163.96,0,1,2,0,1
36635,1,1,43.35,0,1,1,0,1
36636,7,1,29.99,0,1,1,0,1
36637,1,2,159.78,1,0,0,1,0
36638,1,5,672.81,0,1,0,1,0
36639,10,6,774.91,1,0,0,1,1
36640,10,1,29.99,0,1,0,0,0
36641,1,5,706.43,1,1,0,1,2
36642,9,1,84.72,0,1,2,1,0
36643,7,1,47.92,1,0,1,0,0
36644,8,2,133.92,1,0,1,0,1
36645,7,1,29.99,1,0,0,0,1
36646,4,2,107.73,1,0,0,1,1
36647,1,1,29.99,1,0,1,1,1
36648,8,4,445.75,1,1,0,0,2
36649,2,1,29.99,1,0,1,1,1
36650,9,2,185.56,1,0,0,1,1
36651,6,1,54.71,0,1,2,0,0
36652,7,3,341.26,0,1,0,0,1
36653,3,1,50.45,0,1,0,1,0
36654,5,1,29.99,0,1,1,0,0
36655,4,1,78.41,1,0,1,0,0
36656,2,1,29.99,1,0,0,1,0
36657,2,2,109.41,0,1,0,1,0
36658,8,4,381.17,1,0,0,0,1
36659,10,2,194.18,1,0,0,0,1
36660,7,3,281.37,1,0,1,0,0
36661,1,3,297.5,1,0,1,0,0
36662,8,1,29.99,0,1,0,0,0
36663,2,2,164.02,1,0,0,0,1
36664,3,4,428.22,0,1,0,0,2
36665,11,2,135.82,1,0,0,0,0
36666,2,3,343.85,0,1,1,1,1
36667,2,1,38.51,1,0,0,1,0
36668,10,2,140.65,0,1,1,1,1
36669,1,3,204.51,1,1,0,0,1
36670,3,3,316.12,1,1,1,1,1
36671,11,1,83.25,1,0,1,1,1
36672,10,1,38.41,0,1,0,1,1
36673,2,1,73.59,0,1,1,1,0
36674,2,3,217.81,0,1,0,1,1
36675,10,1,79.94,0,1,0,0,0
36676,1,4,411.43,1,0,1,0,2
36677,10,1,74.03,0,1,0,0,1
36678,11,2,100.7,0,1,1,0,0
36679,1,1,40.33,0,1,2,1,1
36680,10,1,42.89,1,0,1,1,0
36681,6,7,1320.32,1,0,0,1,0
36682,6,1,75.52,0,1,2,1,0
36683,8,1,38.44,0,1,1,1,0
36684,7,1,89.92,1,0,1,0,0
36685,11,4,407.71,0,1,0,1,1
36686,3,1,29.99,0,1,0,0,1
36687,9,1,67.27,1,0,0,0,0
36688,1,1,29.99,0,1,0,1,0
36689,10,1,29.99,0,1,1,1,0
36690,10,2,181.03,1,0,1,1,0
36691,11,1,29.99,1,0,2,1,1
36692,4,1,42.44,0,1,0,0,1
36693,8,3,237.83,0,1,1,0,2
36694,9,2,175.36,1,0,1,0,0
36695,6,1,77.18,0,1,1,1,0
36696,10,2,159.85,1,0,0,0,0
36697,2,1,32.59,1,0,0,1,1
36698,5,6,815.68,0,1,0,1,2
36699,7,1,29.99,1,0,1,0,0
36700,2,5,668.91,1,1,1,1,1
36701,4,5,595.59,1,1,1,1,1
36702,10,1,50.3,0,1,1,1,1
36703,10,5,634.14,1,1,0,1,0
36704,2,5,525.16,0,1,2,1,1
36705,10,2,106.16,1,0,0,1,1
36706,10,2,110.11,1,0,0,0,0
36707,4,1,29.99,0,1,0,0,0
36708,1,1,40.5,1,0,1,1,0
36709,3,3,284.67,1,1,2,1,1
36710,7,2,107.9,1,0,0,1,1
36711,4,1,29.99,0,1,2,0,0
36712,4,1,40.65,1,0,1,0,1
36713,3,1,29.99,0,1,1,0,1
36714,1,6,801.6,1,1,1,1,0
36715,1,6,832.03,1,1,2,1,0
36716,1,3,227.95,1,1,0,1,1
36717,2,1,70.61,1,0,0,0,0
36718,7,3,285.93,1,0,1,1,0
36719,1,4,468.55,0,1,1,1,0
36720,10,2,174.72,1,0,0,0,0
36721,10,1,29.99,1,0,1,0,0
36722,9,1,29.99,0,1,1,0,0
36723,9,3,206.95,1,1,1,0,1
36724,9,1,84.02,0,1,1,1,0
36725,2,1,53.31,1,0,1,0,1
36726,1,6,831.33,1,0,2,1,0
36727,7,2,122.74,0,1,1,1,0
36728,6,3,344.6,1,1,0,0,0
36729,10,1,33.29,1,0,1,1,1
36730,10,3,301.56,0,1,1,0,1
36731,5,1,51.16,1,0,1,0,0
36732,1,3,203.06,1,0,0,1,0
36733,10,1,64.83,1,0,0,1,1
36734,2,1,53.19,1,0,0,0,1
36735,9,3,202.33,1,0,2,0,1
36736,5,4,357.77,1,0,0,0,1
36737,2,5,630.78,1,1,0,1,1
36738,12,2,115.15,1,0,0,1,1
36739,11,1,29.99,1,0,0,1,1
36740,6,1,99.26,1,0,1,0,1
36741,10,2,133.06,1,0,1,1,1
36742,3,1,37.74,1,0,0,1,0
36743,10,1,51.4,0,1,1,1,0
36744,3,6,857.05,1,1,2,1,1
36745,7,1,82.41,0,1,1,1,1
36746,4,1,96.11,0,1,0,0,1
36747,1,4,378.45,1,0,0,0,1
36748,9,1,34.56,0,1,2,1,0
36749,9,4,418.04,0,1,0,0,0
36750,9,5,717.32,1,0,1,1,1
36751,3,2,153.51,0,1,0,0,0
36752,9,1,29.99,1,0,0,0,1
36753,2,3,226.42,0,1,0,0,2
36754,9,3,265.41,0,1,1,0,0
36755,6,2,113.83,0,1,1,0,1
36756,2,3,209.51,0,1,0,1,0
36757,2,4,418.35,1,0,0,0,2
36758,8,1,45.64,1,0,0,1,1
36759,1,3,242.03,0,1,0,0,0
36760,9,1,29.99,0,1,1,1,0
36761,1,3,279.17,0,1,1,0,0
36762,6,3,284.91,1,1,1,1,1
36763,4,1,88.19,1,0,2,0,0
36764,5,5,506.02,1,1,1,1,0
36765,8,1,55.18,1,0,1,0,0
36766,2,4,362.17,1,1,0,0,1
36767,10,2,145.53,1,0,1,0,0
36768,8,1,78.73,1,0,0,1,1
36769,4,6,986.7,1,1,0,1,2
36770,10,3,254.39,1,0,1,1,0
36771,4,3,209.03,1,1,2,0,2
36772,9,1,91.47,0,1,1,1,1
36773,3,1,45.89,0,1,2,1,0
36774,11,1,86.05,1,0,1,0,1
36775,3,1,29.99,0,1,0,0,0
36776,11,1,60.09,1,0,0,1,1
36777,9,2,144.91,0,1,0,1,0
36778,5,4,415.49,0,1,1,0,1
36779,11,1,29.99,1,0,1,1,0
36780,3,1,29.99,1,0,0,1,1
36781,3,5,683.57,1,1,1,1,1
36782,7,1,29.99,0,1,1,0,1
36783,9,2,179.12,1,0,1,0,0
36784,9,3,326.89,0,1,1,1,0
36785,1,1,29.99,0,1,2,0,0
36786,5,2,132.53,1,0,0,1,0
36787,3,2,112.6,1,0,0,0,1
36788,2,3,230.48,0,1,1,1,2
36789,4,1,29.99,1,0,0,0,1
36790,6,3,289.0,1,1,2,0,1
36791,1,5,632.61,1,0,1,1,2
36792,10,2,138.69,1,0,0,0,1
36793,1,4,383.86,1,0,2,1,0
36794,10,2,199.8,1,0,0,0,1
36795,7,1,29.99,0,1,1,0,0
36796,10,4,387.23,1,1,2,0,1
36797,5,3,237.49,1,1,0,0,0
36798,9,1,77.89,1,0,0,1,0
36799,5,3,231.07,0,1,1,1,0
36800,10,3,336.08,0,1,1,1,1
36801,9,1,81.86,1,0,1,1,1
36802,4,2,170.03,1,0,1,0,0
36803,9,3,335.68,1,0,1,0,2
36804,10,2,140.5,1,0,0,0,1
36805,3,1,57.26,0,1,0,0,1
36806,10,1,81.64,0,1,0,0,1
36807,3,2,118.24,1,0,2,1,1
36808,1,2,115.22,1,0,1,1,1
36809,9,1,29.99,1,0,1,1,1
36810,2,2,181.21,1,0,1,0,1
36811,3,4,439.42,0,1,1,0,1
36812,9,1,29.99,1,0,1,0,1
36813,2,6,779.62,0,1,0,1,2
36814,6,1,29.99,1,0,0,1,1
36815,11,4,490.3,1,0,1,0,2
36816,3,1,50.64,0,1,2,0,1
36817,11,1,29.99,1,0,1,1,1
36818,2,5,692.66,1,1,0,1,2
36819,3,2,154.99,0,1,1,1,0
36820,4,4,446.23,1,1,0,0,0
36821,1,1,54.4,0,1,0,1,1
36822,1,1,29.99,1,0,2,1,1
36823,9,1,83.54,0,1,2,1,0
36824,9,2,131.36,1,0,1,1,1
36825,1,2,139.21,0,1,0,1,1
36826,9,3,306.22,0,1,0,0,0
36827,6,2,100.54,1,0,1,0,0
36828,6,5,575.64,1,1,1,1,2
36829,12,3,293.57,1,0,1,0,2
36830,8,1,59.76,1,0,1,0,0
36831,2,1,57.54,1,0,0,0,0
36832,10,1,53.58,1,0,0,0,1
36833,3,3,228.74,1,1,2,0,0
36834,8,2,142.45,1,0,1,1,0
36835,7,3,321.89,1,0,0,0,1
36836,2,6,824.52,1,1,1,1,2
36837,3,3,217.96,1,0,1,1,2
36838,7,1,48.25,1,0,0,1,1
36839,2,3,230.86,1,0,1,0,0
36840,7,3,215.78,0,1,0,1,0
36841,5,1,29.99,1,0,0,1,0
36842,5,3,257.57,1,0,1,0,0
36843,11,2,119.67,1,0,0,0,1
36844,9,2,135.65,1,0,1,1,0
36845,11,2,160.11,0,1,2,1,0
36846,2,3,221.54,1,0,0,1,0
36847,3,4,394.92,0,1,2,0,1
36848,7,4,395.13,1,0,2,0,2
36849,6,1,29.99,0,1,1,1,0
36850,2,4,394.27,1,0,1,1,0
36851,8,1,99.34,1,0,0,1,0
36852,10,1,84.59,1,0,0,0,0
36853,11,2,131.66,0,1,1,0,0
36854,8,5,500.49,1,0,0,1,1
36855,5,2,133.64,0,1,1,0,0
36856,3,3,219.08,1,0,0,0,0
36857,4,1,29.99,1,0,0,1,0
36858,7,1,29.99,0,1,1,0,0
36859,11,2,111.5,1,0,1,1,0
36860,3,6,851.56,0,1,2,1,0
36861,12,1,38.94,0,1,0,1,0
36862,4,2,181.9,0,1,0,1,1
36863,4,3,232.42,1,0,1,0,0
36864,9,1,39.13,1,0,1,1,1
36865,9,1,94.97,0,1,0,0,0
36866,6,6,869.8,1,1,1,1,0
36867,1,2,178.42,1,0,1,1,0
36868,1,4,367.96,0,1,1,0,1
36869,6,3,336.58,1,0,2,0,1
36870,2,2,189.55,1,0,0,1,1
36871,3,2,114.25,1,0,0,1,1
36872,7,3,275.72,1,0,0,1,2
36873,7,4,352.39,0,1,2,0,1
36874,8,1,29.99,1,0,2,0,0
36875,10,1,65.98,0,1,1,1,0
36876,3,6,799.28,1,1,0,1,2
36877,11,1,29.99,1,0,2,0,1
36878,9,5,501.39,1,0,0,1,2
36879,1,5,650.18,0,1,0,1,2
36880,10,2,121.95,1,0,2,0,0
36881,9,2,185.9,1,0,1,0,0
36882,10,1,29.99,0,1,1,0,1
36883,6,5,607.99,1,1,0,1,0
36884,10,3,309.56,1,0,0,0,1
36885,11,3,234.91,1,0,1,0,1
36886,7,1,48.94,1,0,0,1,0
36887,10,1,29.99,1,0,0,1,0
36888,8,3,311.33,0,1,1,0,1
36889,10,3,236.56,1,1,2,0,1
36890,1,1,87.12,0,1,1,0,1
36891,10,1,29.99,0,1,1,1,0
36892,9,2,118.0,1,0,2,1,0
36893,9,3,284.8,1,0,2,0,0
36894,1,2,127.77,1,0,2,0,1
36895,2,1,47.2,1,0,0,0,0
36896,8,4,479.86,1,0,2,0,1
36897,4,3,347.96,0,1,1,0,1
36898,5,3,263.82,0,1,0,1,0
36899,10,1,43.21,0,1,1,0,0
36900,4,3,262.77,0,1,1,0,0
36901,6,5,515.76,1,1,0,1,0
36902,3,1,50.83,0,1,1,0,1
36903,4,4,356.06,0,1,1,0,1
36904,3,5,504.98,1,1,2,1,2
36905,2,6,790.01,1,0,1,1,2
36906,4,5,514.3,0,1,1,1,1
36907,9,4,389.1,0,1,0,0,1
36908,11,1,29.99,1,0,0,1,1
36909,3,2,189.23,1,0,0,0,0
36910,6,4,442.51,1,1,0,0,1
36911,4,5,687.08,1,1,1,1,2
36912,7,4,361.68,1,0,2,1,1
36913,4,3,244.67,1,0,0,1,0
36914,11,1,29.99,0,1,2,0,0
36915,4,5,739.84,1,0,0,1,1
36916,9,2,195.74,0,1,0,0,0
36917,8,1,72.92,0,1,1,1,0
36918,3,4,395.52,0,1,0,1,1
36919,2,4,352.97,1,0,1,0,2
36920,11,1,29.99,0,1,2,0,1
36921,7,3,342.1,0,1,0,0,2
36922,10,5,502.61,1,0,1,1,0
36923,10,3,250.32,0,1,1,0,2
36924,5,3,279.33,1,1,1,0,1
36925,3,3,240.0,1,0,0,1,1
36926,1,1,29.99,1,0,1,0,0
36927,4,2,162.56,0,1,0,1,1
36928,3,2,117.16,1,0,0,0,0
36929,9,3,267.61,0,1,0,0,1
36930,9,3,210.27,1,0,0,1,1
36931,5,1,29.99,1,0,0,0,1
36932,10,1,72.43,1,0,1,0,0
36933,4,3,284.8,0,1,1,0,2
36934,7,2,141.2,1,0,0,1,1
36935,2,1,35.75,0,1,2,0,0
36936,3,1,29.99,1,0,1,0,1
36937,10,1,98.65,1,0,0,0,1
36938,2,3,211.12,0,1,1,0,1
36939,6,7,1140.96,0,1,2,1,2
36940,1,1,52.29,0,1,0,1,0
36941,7,1,58.58,1,0,0,0,0
36942,9,3,348.32,0,1,1,0,2
36943,4,2,120.28,0,1,0,0,1
36944,7,1,95.12,1,0,1,0,1
36945,2,4,392.56,0,1,2,0,0
36946,10,2,198.71,0,1,1,1,0
36947,9,2,145.34,0,1,0,0,0
36948,2,5,566.33,1,1,1,1,2
36949,10,1,43.52,0,1,2,0,1
36950,11,1,98.51,0,1,0,0,1
36951,8,3,344.47,1,0,0,0,1
36952,6,2,108.04,0,1,1,1,1
