id,recency,history_segment,history,mens,womens,region,newbie,channel,treatment,conversion
2267,12,3,222.15,1,1,0,0,1,2,0
2268,6,1,62.8,0,1,0,0,1,2,0
2269,11,1,29.99,1,0,1,1,0,0,0
2270,3,1,54.5,1,0,2,0,1,2,0
2271,5,1,43.96,0,1,1,1,1,1,0
2272,1,7,1051.53,0,1,0,1,1,2,0
2273,9,2,148.28,0,1,0,1,1,1,0
2274,9,1,29.99,1,0,1,1,1,1,0
2275,2,2,117.21,0,1,0,1,1,2,0
2276,9,4,381.44,1,0,1,1,0,1,0
2277,4,2,167.62,0,1,1,0,1,1,0
2278,6,6,875.39,1,1,1,1,1,0,0
2279,10,4,360.64,0,1,1,1,1,2,0
2280,9,1,88.65,0,1,2,0,0,2,0
2281,3,3,298.37,0,1,2,1,1,0,0
2282,9,1,69.73,0,1,1,0,0,2,0
2283,8,2,117.07,1,0,0,1,1,2,0
2284,6,3,244.99,1,1,2,0,0,1,0
2285,10,2,158.6,0,1,0,0,1,0,0
2286,5,3,235.05,0,1,0,0,0,0,0
2287,4,1,29.99,1,0,0,0,1,0,0
2288,9,5,552.8,1,1,0,1,1,2,0
2289,4,2,161.32,0,1,1,1,0,0,0
2290,1,3,247.94,0,1,1,0,1,1,0
2291,2,3,243.3,0,1,2,1,2,1,0
2292,12,1,35.36,0,1,1,1,0,1,0
2293,8,2,194.81,1,0,0,1,0,2,1
2294,7,2,111.31,1,0,1,0,0,0,0
2295,5,1,91.51,0,1,1,0,1,0,0
2296,1,1,84.96,0,1,1,0,1,2,0
2297,9,3,222.56,1,0,2,0,0,1,0
2298,3,1,55.39,1,0,1,0,1,2,0
2299,1,2,101.9,0,1,0,1,0,0,0
2300,9,1,68.26,0,1,0,0,0,0,0
2301,4,1,63.86,1,0,0,1,1,1,0
2302,6,1,47.25,1,0,1,0,0,1,0
2303,9,1,29.99,0,1,0,1,0,0,0
2304,5,5,576.65,1,0,0,1,0,2,0
2305,10,1,29.99,1,0,0,1,1,0,0
2306,7,1,29.99,1,0,1,0,0,2,0
2307,10,1,85.14,1,0,0,1,1,2,0
2308,6,3,283.59,1,1,2,0,1,0,0
2309,10,1,29.99,1,0,1,0,0,1,0
2310,9,1,29.99,0,1,2,0,1,0,0
2311,5,4,479.68,1,0,1,1,2,0,0
2312,8,2,110.42,1,0,0,1,0,1,0
2313,3,3,217.11,0,1,0,0,1,2,0
2314,12,3,229.53,1,0,1,1,1,0,0
2315,10,1,29.99,0,1,1,1,1,1,0
2316,3,3,247.91,0,1,2,1,0,1,0
2317,2,1,29.99,0,1,1,1,0,0,0
2318,9,1,29.99,1,0,0,0,0,0,0
2319,9,1,34.89,1,0,2,1,1,0,0
2320,2,2,110.85,0,1,0,0,1,0,0
2321,10,1,51.92,1,0,0,1,0,0,0
2322,12,1,87.82,0,1,0,0,0,0,0
2323,9,1,93.29,1,0,2,1,0,1,0
2324,1,3,291.15,1,0,1,0,0,0,0
2325,2,3,212.51,1,0,1,0,0,1,0
2326,1,1,49.33,1,0,1,1,1,2,0
2327,9,1,29.99,1,0,1,0,1,0,0
2328,2,4,457.84,1,0,0,0,1,2,0
2329,6,3,244.09,0,1,0,1,1,1,0
2330,2,2,131.19,1,0,1,0,0,0,0
2331,4,2,159.19,1,0,2,1,0,1,0
2332,2,1,88.25,1,0,0,1,0,0,0
2333,5,1,29.99,0,1,0,0,0,0,0
2334,1,3,331.95,1,1,0,0,2,2,0
2335,10,2,153.58,1,0,1,0,1,2,0
2336,3,5,630.92,0,1,1,1,0,0,0
2337,4,1,52.89,0,1,1,0,0,0,0
2338,3,2,131.94,0,1,1,1,1,2,0
2339,2,4,488.27,1,0,0,0,2,2,0
2340,2,1,29.99,1,0,1,0,0,0,0
2341,6,5,651.87,1,0,0,1,1,1,0
2342,1,5,689.74,1,1,1,1,2,2,0
2343,9,3,337.66,1,0,2,1,1,0,0
2344,3,1,90.07,1,0,1,0,1,0,0
2345,4,3,295.56,1,1,2,1,1,1,0
2346,2,7,1411.43,1,0,1,1,0,1,0
2347,9,1,29.99,1,0,1,0,1,0,0
2348,2,3,230.67,0,1,0,1,0,0,0
2349,2,5,692.53,1,0,1,1,2,2,0
2350,9,4,379.96,0,1,1,1,1,2,0
2351,6,1,40.43,0,1,0,0,1,2,0
2352,2,1,39.36,0,1,0,1,0,0,0
2353,10,2,112.13,0,1,1,1,0,1,0
2354,2,4,441.93,1,0,1,1,2,0,0
2355,9,1,29.99,0,1,2,0,0,1,0
2356,1,7,1779.41,0,1,1,1,2,1,0
2357,5,1,29.99,1,0,1,0,0,1,0
2358,8,1,29.99,0,1,2,0,1,2,0
2359,9,2,113.02,1,0,1,1,1,1,0
2360,9,2,161.04,0,1,1,0,0,1,0
2361,7,4,350.32,1,1,1,0,0,1,0
2362,1,3,276.5,0,1,0,1,2,0,0
2363,1,4,388.96,1,0,1,0,0,2,0
2364,2,1,78.76,0,1,2,1,0,0,0
2365,2,2,171.23,1,0,0,1,0,0,0
2366,12,1,88.86,0,1,0,0,0,0,0
2367,11,3,242.17,0,1,2,1,2,1,0
2368,7,2,153.17,1,0,2,0,1,1,0
2369,5,1,41.33,1,0,0,1,0,0,0
2370,9,3,205.77,0,1,0,0,0,0,0
2371,2,2,194.12,1,0,2,0,1,1,0
2372,9,3,274.15,0,1,1,0,0,0,0
2373,1,4,393.69,1,0,0,0,2,0,0
2374,10,3,272.83,0,1,0,1,2,0,0
2375,2,3,231.48,1,0,1,1,0,1,0
2376,1,5,631.75,0,1,0,1,0,0,0
2377,10,1,29.99,1,0,1,0,1,2,0
2378,9,1,89.72,0,1,0,1,0,0,0
2379,10,1,45.25,0,1,0,1,0,0,0
2380,1,3,200.29,1,0,0,0,2,2,0
2381,4,7,1345.49,1,1,1,1,2,0,0
2382,7,2,114.75,0,1,1,0,1,1,0
2383,4,1,29.99,0,1,0,0,0,1,0
2384,9,2,100.37,1,0,1,0,1,0,0
2385,7,2,129.59,1,0,1,1,1,2,0
2386,10,2,183.36,1,0,0,0,0,2,0
2387,9,3,215.05,0,1,0,0,1,2,0
2388,3,3,246.9,0,1,1,1,1,2,0
2389,10,1,44.37,0,1,1,0,0,0,0
2390,7,3,315.68,1,0,1,0,0,0,0
2391,6,1,64.02,1,0,2,1,1,2,0
2392,9,3,227.24,1,1,1,0,1,1,0
2393,7,2,199.56,0,1,0,0,1,0,0
2394,3,1,47.69,1,0,0,1,1,2,0
2395,1,2,125.55,1,0,0,1,1,2,0
2396,10,1,42.69,0,1,2,1,1,0,0
2397,6,2,119.54,1,0,2,0,0,2,0
2398,10,2,151.66,1,0,1,1,0,1,0
2399,4,4,350.4,0,1,2,0,1,0,0
2400,3,1,29.99,0,1,0,0,1,2,0
2401,4,1,71.18,0,1,2,0,1,1,0
2402,6,7,1048.34,1,1,1,1,0,2,0
2403,4,2,114.87,0,1,2,1,0,0,0
2404,6,1,59.66,0,1,0,1,0,0,0
2405,4,5,666.04,0,1,0,1,0,2,0
2406,8,1,95.34,1,0,2,0,0,1,0
2407,12,1,45.09,0,1,2,0,1,2,0
2408,8,4,393.49,0,1,1,0,1,2,0
2409,10,4,354.75,1,0,0,0,1,0,1
2410,11,4,415.22,1,0,1,0,2,1,0
2411,9,4,496.14,1,0,1,1,0,0,0
2412,3,1,29.99,1,0,0,1,0,1,0
2413,6,1,41.39,0,1,1,0,0,1,0
2414,1,7,1234.43,1,0,1,1,1,1,0
2415,3,2,139.46,0,1,1,0,0,2,0
2416,7,2,191.27,1,0,1,0,1,0,0
2417,2,1,87.27,0,1,0,0,0,1,1
2418,8,2,124.13,1,0,0,0,0,1,0
2419,6,3,305.78,0,1,0,0,1,2,0
2420,5,2,147.61,1,0,2,0,1,1,0
2421,6,6,910.27,1,1,1,1,2,0,0
2422,8,1,29.99,0,1,0,0,0,2,0
2423,2,1,29.99,1,0,0,0,0,1,0
2424,3,3,218.32,0,1,0,0,1,0,0
2425,5,1,71.92,0,1,0,1,0,0,0
2426,3,4,404.31,1,0,1,1,2,1,0
2427,10,4,392.46,0,1,1,0,0,2,0
2428,11,1,74.27,0,1,1,1,0,0,0
2429,2,1,29.99,0,1,2,0,0,2,0
2430,5,4,447.11,1,0,1,1,1,2,0
2431,2,4,376.5,1,0,0,0,2,0,0
2432,1,2,139.66,1,0,0,1,1,0,0
2433,4,5,580.93,0,1,2,1,2,2,0
2434,3,1,87.36,0,1,1,1,1,0,0
2435,4,3,330.13,0,1,1,0,0,2,0
2436,1,3,219.03,1,0,1,0,0,2,0
2437,5,1,57.37,0,1,2,0,1,0,0
2438,3,4,488.43,1,1,0,0,2,2,0
2439,3,1,60.44,0,1,0,1,0,2,0
2440,10,1,59.71,0,1,0,0,1,1,0
2441,6,1,29.99,1,0,0,1,1,2,0
2442,6,7,1211.37,1,0,0,1,0,0,0
2443,9,1,56.37,0,1,2,0,0,2,0
2444,5,2,183.13,0,1,1,0,1,1,0
2445,8,3,339.5,0,1,0,0,0,1,0
2446,4,4,351.13,1,0,0,0,1,0,0
2447,8,4,362.31,0,1,0,1,0,0,0
2448,7,3,210.06,0,1,1,1,1,1,0
2449,1,2,107.18,0,1,0,0,0,2,0
2450,1,1,29.99,0,1,2,1,0,0,0
2451,5,4,356.17,1,0,0,1,0,2,0
2452,3,1,98.21,0,1,0,0,1,0,0
2453,3,1,57.05,1,0,0,0,1,1,0
2454,11,1,54.32,0,1,0,0,1,0,0
2455,8,3,301.39,0,1,2,0,1,1,0
2456,1,7,1501.93,1,1,1,1,0,2,0
2457,6,1,63.35,0,1,1,1,0,0,0
2458,8,1,29.99,0,1,0,1,0,1,0
2459,10,1,51.01,0,1,1,0,0,1,0
2460,6,3,232.51,1,0,0,0,0,1,0
2461,1,7,1148.22,0,1,1,1,1,2,0
2462,6,5,613.81,1,0,0,1,0,0,0
2463,1,1,29.99,0,1,0,1,1,2,0
2464,4,4,379.86,1,1,2,0,2,0,0
2465,6,2,116.78,1,0,0,0,0,2,0
2466,6,1,36.62,1,0,2,0,1,2,0
2467,5,1,61.28,1,0,1,1,1,1,0
2468,1,4,450.47,0,1,1,1,1,1,0
2469,9,2,192.92,1,0,1,1,1,1,0
2470,6,4,443.6,0,1,1,0,1,0,0
2471,5,1,91.45,0,1,1,1,1,0,0
2472,10,1,29.99,1,0,0,0,1,0,0
2473,11,2,160.04,1,0,2,0,0,1,0
2474,8,1,64.39,1,0,0,1,1,2,0
2475,12,1,75.09,1,0,2,1,0,1,0
2476,1,3,298.55,1,0,0,1,1,2,0
2477,10,2,102.53,1,0,2,0,1,2,0
2478,3,2,126.07,0,1,1,1,1,2,0
2479,7,6,877.2,1,0,0,1,2,2,0
2480,1,2,180.44,1,0,1,1,0,0,0
2481,11,1,29.99,1,0,0,1,1,2,0
2482,4,2,163.23,1,0,0,1,0,0,0
2483,10,1,29.99,1,0,1,0,1,2,0
2484,4,2,184.17,1,0,1,0,0,2,0
2485,4,3,239.72,1,0,0,0,0,0,0
2486,10,1,68.19,1,0,0,0,0,1,0
2487,3,4,402.45,0,1,1,0,1,2,0
2488,6,5,508.62,0,1,1,1,0,1,0
2489,8,7,1161.95,1,1,1,1,2,2,0
2490,9,2,132.96,1,0,0,0,1,0,0
2491,2,3,230.09,0,1,0,1,1,0,0
2492,2,3,298.9,1,0,1,0,2,2,0
2493,6,3,333.78,1,1,0,0,0,0,0
2494,5,3,281.66,0,1,0,1,0,0,0
2495,3,2,144.66,0,1,2,0,1,0,0
2496,1,6,855.6,0,1,1,1,1,0,0
2497,7,2,181.2,1,0,2,0,1,2,0
2498,2,5,584.81,1,0,0,1,1,2,0
2499,3,4,387.84,1,0,0,1,0,2,0
2500,10,1,39.75,0,1,2,0,0,2,0
2501,9,2,173.55,0,1,1,0,0,2,0
2502,2,4,407.64,0,1,0,1,0,2,0
2503,3,2,191.52,0,1,0,0,0,0,0
2504,4,4,361.94,1,1,0,0,1,0,0
2505,12,1,29.99,0,1,0,1,0,0,0
2506,10,4,382.84,1,0,0,0,1,0,0
2507,2,2,169.15,1,0,0,1,1,2,0
2508,4,2,105.24,1,0,0,0,0,2,0
2509,9,2,107.19,0,1,0,1,1,0,0
2510,11,1,71.78,0,1,0,0,1,2,0
2511,9,7,1019.77,1,0,2,1,1,2,0
2512,1,7,1011.46,1,1,0,1,1,2,0
2513,9,3,338.92,0,1,1,1,1,0,0
2514,6,4,416.3,1,0,1,0,2,2,0
2515,6,5,561.72,1,0,0,1,2,1,0
2516,11,4,399.86,0,1,1,0,0,0,0
2517,6,1,61.62,0,1,1,1,0,1,0
2518,5,4,424.54,1,1,1,0,0,1,0
2519,9,1,71.98,1,0,1,0,1,1,0
2520,5,1,29.99,1,0,1,1,0,2,0
2521,7,2,140.07,1,0,2,1,0,0,0
2522,8,3,338.12,1,1,1,0,0,1,0
2523,10,1,59.71,0,1,1,0,1,2,0
2524,5,2,188.78,0,1,0,1,1,0,0
2525,9,3,311.52,0,1,0,0,1,0,0
2526,5,3,228.07,0,1,0,1,0,2,0
2527,3,3,209.66,0,1,1,1,2,1,0
2528,10,2,149.88,1,0,1,0,1,2,0
2529,11,1,74.39,1,0,0,1,0,2,0
2530,10,1,29.99,0,1,0,1,1,2,0
2531,9,4,418.3,1,0,1,1,1,0,0
2532,10,1,29.99,1,0,1,0,1,2,0
2533,10,2,159.16,1,0,0,1,1,1,0
2534,10,1,29.99,1,0,0,0,0,1,0
2535,3,5,646.21,1,0,1,1,2,2,0
2536,6,3,294.47,1,1,0,1,0,2,0
2537,1,3,227.6,0,1,2,1,0,2,0
2538,4,2,164.37,1,0,1,1,0,0,0
2539,7,3,211.17,1,1,1,0,0,0,0
2540,7,1,90.29,1,0,1,1,1,1,0
2541,1,5,608.69,1,0,0,1,2,1,0
2542,9,4,481.83,1,1,0,0,1,0,0
2543,5,5,589.74,1,0,1,1,2,1,0
2544,6,4,436.68,1,0,0,0,2,1,0
2545,10,1,97.51,1,0,1,0,1,2,0
2546,4,3,256.4,1,1,0,1,0,0,0
2547,9,4,360.76,1,0,1,0,0,2,0
2548,10,1,53.19,1,0,1,1,1,2,0
2549,8,2,184.24,1,0,0,0,1,1,0
2550,12,1,58.67,1,0,0,1,1,1,0
2551,2,5,559.98,1,1,2,1,1,0,0
2552,11,1,38.05,1,0,0,1,0,0,0
2553,5,5,729.93,1,0,0,1,0,0,0
2554,4,2,192.61,1,0,2,0,1,0,0
2555,1,4,420.76,1,0,1,1,0,0,0
2556,1,3,342.13,1,0,2,1,1,1,0
2557,2,1,29.99,0,1,0,0,1,0,0
2558,11,3,301.27,0,1,0,0,2,1,0
2559,1,2,132.3,1,0,1,1,0,0,0
2560,3,4,420.78,1,0,0,0,0,2,0
2561,3,5,516.74,0,1,0,1,1,1,0
2562,4,1,29.99,0,1,2,1,1,0,0
2563,6,3,265.2,1,0,1,0,1,1,0
2564,1,1,45.05,0,1,1,1,1,0,0
2565,3,1,37.3,0,1,0,0,1,1,0
2566,2,1,29.99,1,0,0,0,0,0,0
2567,7,2,147.99,1,0,0,0,1,1,1
2568,5,2,102.25,1,0,1,0,0,0,0
2569,8,3,249.14,1,0,0,0,0,0,0
2570,7,1,80.6,1,0,1,1,0,0,0
2571,8,1,63.41,0,1,1,1,0,0,0
2572,3,4,396.96,0,1,0,1,1,2,0
2573,6,2,170.71,0,1,1,0,1,2,0
2574,2,3,227.67,1,1,1,1,0,1,1
2575,3,3,250.07,0,1,0,1,0,0,0
2576,11,1,29.99,0,1,2,1,1,0,0
2577,9,2,145.28,0,1,1,1,1,0,0
2578,1,1,48.42,0,1,1,0,0,0,0
2579,4,3,276.66,1,1,1,1,2,2,0
2580,5,1,84.58,1,0,1,0,1,0,0
2581,1,3,296.9,1,1,1,1,1,0,0
2582,6,4,446.11,0,1,1,0,1,2,0
2583,4,1,29.99,1,0,0,0,0,1,1
2584,4,4,353.11,1,0,0,0,1,1,0
2585,5,1,42.03,1,0,2,1,0,2,0
2586,2,1,76.53,1,0,2,0,0,2,0
2587,6,1,45.35,1,0,1,0,1,1,1
2588,1,1,29.99,1,0,2,0,1,1,0
2589,6,3,309.25,0,1,2,0,0,2,0
2590,10,3,304.63,1,1,1,0,1,1,1
2591,2,2,119.61,1,0,1,1,1,2,0
2592,8,2,169.37,0,1,2,1,0,1,0
2593,3,3,233.72,1,1,0,1,0,2,0
2594,5,1,29.99,1,0,2,1,1,2,0
2595,9,5,718.75,1,0,1,1,0,0,0
2596,6,5,559.75,0,1,1,1,2,2,0
2597,4,2,141.22,0,1,2,0,1,2,0
2598,3,2,149.87,0,1,0,1,1,1,0
2599,6,1,73.03,1,0,1,0,1,2,0
2600,7,1,78.06,0,1,0,0,1,1,0
2601,2,1,29.99,1,0,0,0,0,2,0
2602,9,1,29.99,0,1,0,0,1,1,0
2603,9,2,176.9,1,0,0,0,1,0,0
2604,3,2,185.85,0,1,0,1,0,2,0
2605,3,2,134.14,1,0,0,1,1,2,0
2606,9,2,162.32,0,1,2,0,1,2,0
2607,1,4,357.0,0,1,0,0,1,1,0
2608,11,2,176.08,0,1,2,0,1,2,0
2609,10,1,29.99,0,1,0,0,0,2,0
2610,1,4,371.63,1,1,2,0,2,2,0
2611,3,2,169.71,0,1,0,1,0,0,0
2612,1,2,118.85,0,1,1,0,0,2,0
2613,2,1,99.43,0,1,1,1,0,1,0
2614,3,1,91.81,0,1,1,0,1,1,0
2615,12,1,34.03,0,1,1,0,0,0,0
2616,10,2,109.33,1,0,2,1,0,1,0
2617,6,1,29.99,1,0,1,0,1,1,0
2618,9,2,116.1,1,0,0,1,1,0,0
2619,10,2,162.23,1,0,1,0,1,0,0
2620,4,2,147.84,1,0,0,1,1,0,0
2621,11,3,250.22,1,0,0,1,0,1,0
2622,8,3,226.69,0,1,0,0,0,1,0
2623,7,2,157.6,1,0,1,0,0,0,0
2624,9,1,29.99,0,1,0,0,0,0,0
2625,3,1,36.61,0,1,0,0,0,2,0
2626,12,3,303.72,1,0,0,0,2,0,0
2627,7,4,452.49,1,0,1,0,1,2,0
2628,2,2,199.33,0,1,1,0,1,0,0
2629,12,4,410.06,1,0,0,0,1,1,0
2630,9,2,150.62,0,1,1,1,0,0,0
2631,5,3,246.56,1,1,1,0,0,1,0
2632,4,3,222.86,0,1,1,1,0,1,0
2633,9,4,448.31,0,1,0,1,0,2,0
2634,4,3,245.08,1,0,1,1,1,2,0
2635,1,5,592.03,0,1,0,1,2,0,0
2636,2,4,389.3,0,1,0,0,1,1,0
2637,12,3,266.8,1,0,1,0,1,1,0
2638,2,2,180.8,1,0,1,0,0,1,0
2639,9,2,175.25,1,0,0,0,1,1,0
2640,6,3,202.32,0,1,0,0,1,2,0
2641,5,3,304.35,0,1,0,0,0,1,0
2642,11,1,78.81,1,0,1,0,0,0,0
2643,11,3,262.99,1,1,1,0,0,2,0
2644,4,1,46.49,1,0,1,0,1,1,0
2645,4,3,300.58,0,1,1,0,1,2,0
2646,1,1,52.67,0,1,0,0,0,2,0
2647,3,3,212.03,1,1,1,1,0,1,0
2648,1,2,112.34,1,0,2,0,0,1,0
2649,11,1,29.99,1,0,1,0,0,0,0
2650,8,3,291.74,1,0,0,0,0,0,0
2651,2,2,139.89,1,0,1,1,1,0,0
2652,10,2,129.71,1,0,1,1,1,2,0
2653,9,3,244.7,1,1,0,0,0,1,0
2654,1,7,1191.99,1,1,1,1,0,0,0
2655,8,1,29.99,0,1,0,0,0,0,0
2656,1,2,108.42,1,0,0,1,0,2,0
2657,5,5,687.62,1,1,0,1,1,1,0
2658,7,2,180.13,1,0,1,0,0,0,0
2659,10,7,1117.16,1,1,1,1,2,1,0
2660,4,2,130.04,0,1,2,1,1,0,0
2661,6,2,110.38,1,0,1,0,0,2,0
2662,1,6,898.66,0,1,0,1,1,1,0
2663,8,1,78.86,1,0,1,1,0,0,0
2664,9,1,29.99,0,1,1,0,0,1,0
2665,3,6,871.0,1,0,0,1,0,1,0
2666,9,4,424.15,1,1,0,1,0,2,0
2667,9,3,334.79,1,1,0,1,1,1,0
2668,10,1,29.99,1,0,1,0,1,0,0
2669,6,1,87.08,0,1,0,0,1,1,0
2670,4,1,29.99,1,0,2,0,0,0,0
2671,1,3,238.36,1,1,0,1,1,1,0
2672,4,1,29.99,0,1,1,1,0,2,0
2673,12,2,140.8,0,1,2,1,1,1,0
2674,6,6,791.34,1,1,1,1,2,2,0
2675,1,6,838.81,0,1,1,1,0,0,0
2676,10,3,325.12,1,0,1,0,0,2,0
2677,1,2,193.34,0,1,1,1,1,1,0
2678,8,1,29.99,0,1,1,0,0,0,0
2679,12,1,60.23,0,1,1,1,1,1,0
2680,6,1,31.52,1,0,0,0,0,1,0
2681,3,1,59.69,1,0,1,0,1,2,0
2682,11,1,32.52,1,0,0,1,0,1,0
2683,9,1,60.38,1,0,1,0,0,0,0
2684,12,1,72.18,1,0,0,1,1,0,0
2685,1,2,141.5,0,1,2,1,0,0,0
2686,1,3,303.69,0,1,1,0,0,1,0
2687,1,4,488.36,1,0,2,0,2,1,0
2688,9,1,92.02,1,0,0,0,0,0,0
2689,1,1,82.29,0,1,1,0,0,2,0
2690,9,3,234.06,1,1,1,0,1,2,0
2691,11,3,227.34,1,0,1,0,0,0,0
2692,2,4,427.79,0,1,1,1,2,0,0
2693,12,3,268.38,0,1,0,1,0,1,0
2694,2,4,465.94,0,1,1,1,1,2,0
2695,10,3,283.93,0,1,0,1,1,0,0
2696,6,1,29.99,1,0,0,0,1,2,0
2697,5,3,241.67,1,1,0,1,0,0,0
2698,9,1,29.99,1,0,1,1,1,0,0
2699,1,5,541.45,1,1,1,1,0,2,0
2700,9,4,487.8,1,1,0,0,2,2,0
2701,7,3,241.27,1,1,1,1,1,1,0
2702,3,1,29.99,1,0,0,1,1,1,0
2703,5,3,326.87,1,1,1,1,0,0,0
2704,11,3,298.49,1,0,0,1,2,0,0
2705,10,1,69.52,1,0,0,1,1,0,0
2706,7,6,824.78,1,0,1,1,2,1,0
2707,3,3,346.88,1,1,0,0,1,1,1
2708,9,1,84.64,1,0,2,0,1,0,0
2709,4,3,333.29,1,1,1,0,1,2,0
2710,6,1,49.18,1,0,1,0,1,2,0
2711,6,2,156.54,1,0,0,1,0,0,0
2712,3,7,1295.31,1,1,2,1,0,2,0
2713,8,1,95.51,0,1,2,0,1,2,0
2714,12,2,139.5,1,0,0,0,1,2,0
2715,4,1,30.27,0,1,0,1,0,0,0
2716,8,3,298.23,1,0,1,1,0,0,0
2717,10,3,304.9,1,0,0,0,1,0,0
2718,3,2,177.03,1,0,1,1,1,0,0
2719,6,4,356.96,1,0,1,0,1,1,0
2720,10,1,29.99,0,1,0,0,1,0,0
2721,6,5,538.97,0,1,1,1,0,0,0
2722,1,1,62.3,1,0,1,1,0,0,0
2723,3,5,550.3,1,1,1,1,2,2,0
2724,6,1,75.07,1,0,0,0,1,1,0
2725,5,4,417.98,1,0,1,0,0,0,0
2726,9,4,395.32,1,1,1,0,1,2,0
2727,10,3,269.63,1,1,0,0,2,2,0
2728,9,2,170.31,0,1,1,0,0,1,0
2729,5,4,388.52,0,1,1,0,1,0,0
2730,9,2,125.44,1,0,2,1,1,0,0
2731,9,1,62.27,1,0,1,1,0,2,0
2732,3,1,29.99,1,0,1,0,1,2,0
2733,5,7,1244.43,1,0,0,1,0,2,0
2734,9,3,217.01,0,1,2,0,0,2,0
2735,7,4,410.83,1,1,2,0,2,2,0
2736,10,3,260.08,1,0,1,0,0,0,0
2737,7,1,47.36,1,0,0,1,0,2,0
2738,9,1,34.37,1,0,0,0,1,2,0
2739,6,1,66.3,1,0,0,0,1,2,0
2740,2,5,547.34,0,1,1,1,2,0,0
2741,7,2,134.17,0,1,0,0,0,2,0
2742,4,6,859.85,0,1,0,1,0,2,0
2743,3,2,119.89,0,1,1,0,1,2,0
2744,7,1,29.99,0,1,1,1,1,1,0
2745,10,2,124.63,1,0,0,1,1,2,0
2746,4,1,29.99,1,0,1,0,1,2,0
2747,1,1,85.47,1,0,2,0,1,0,0
2748,9,4,377.75,1,1,1,0,2,2,0
2749,1,3,283.69,1,1,0,0,1,0,0
2750,3,3,341.12,1,0,2,0,2,2,0
2751,4,2,143.25,1,0,1,0,1,2,0
2752,1,2,120.67,1,0,1,0,1,0,0
2753,1,3,332.0,1,1,0,1,1,0,0
2754,1,4,374.34,1,0,1,0,1,2,0
2755,6,5,562.97,0,1,0,1,0,1,0
2756,9,2,130.35,0,1,0,1,1,1,0
2757,7,1,29.99,0,1,1,0,1,0,0
2758,10,1,29.99,0,1,1,0,1,1,0
2759,10,2,105.31,0,1,0,0,1,0,0
2760,11,2,154.33,1,0,2,0,1,0,0
2761,2,7,1192.49,1,0,1,1,0,1,0
2762,5,2,186.98,0,1,1,1,1,1,0
2763,2,5,691.42,1,0,0,1,0,0,0
2764,1,1,29.99,1,0,1,0,0,1,0
2765,8,3,215.67,0,1,2,1,0,2,0
2766,12,4,354.32,1,0,1,0,1,0,0
2767,10,5,720.86,0,1,0,1,2,2,0
2768,2,4,421.66,1,0,0,0,1,2,0
2769,10,5,617.37,1,0,1,1,0,0,0
2770,11,2,146.53,1,0,2,1,1,2,0
2771,1,4,419.84,1,0,1,0,1,2,0
2772,2,4,493.17,0,1,1,0,0,2,0
2773,9,4,364.93,0,1,1,0,0,1,0
2774,7,3,272.57,1,0,1,1,0,0,0
2775,10,1,29.99,1,0,1,1,1,2,0
2776,1,2,172.48,0,1,1,0,0,0,0
2777,10,4,418.48,1,0,2,1,1,2,0
2778,1,3,207.75,1,0,0,0,0,2,0
2779,3,2,125.19,1,0,1,1,1,2,0
2780,2,4,397.08,0,1,0,0,0,1,0
2781,2,1,29.99,1,0,0,0,1,0,0
2782,7,3,212.2,1,0,0,1,2,1,0
2783,5,1,29.99,0,1,2,1,0,0,0
2784,3,2,197.68,1,0,0,1,0,1,0
2785,4,1,56.03,1,0,1,1,0,1,0
2786,8,1,40.43,0,1,0,1,1,0,0
2787,10,1,90.84,1,0,0,0,1,0,0
2788,10,2,195.39,1,0,0,0,1,1,0
2789,6,1,41.8,0,1,0,0,1,0,0
2790,12,1,46.44,1,0,0,1,0,1,0
2791,1,6,862.09,1,0,1,1,2,2,0
2792,4,1,63.7,1,0,2,0,1,2,0
2793,1,1,81.14,0,1,0,0,1,0,0
2794,4,4,413.46,0,1,2,0,1,2,0
2795,6,4,419.08,1,1,1,0,0,1,0
2796,9,1,98.06,1,0,1,0,0,0,0
2797,10,1,74.38,0,1,1,0,0,2,0
2798,5,1,85.88,0,1,1,0,0,2,0
2799,2,1,63.08,0,1,2,1,0,0,0
2800,3,3,283.43,0,1,0,1,1,0,0
2801,10,1,92.26,0,1,1,0,0,2,0
2802,9,4,392.77,1,0,0,0,1,1,0
2803,8,1,43.25,1,0,0,1,1,1,0
2804,4,1,33.47,1,0,2,0,1,1,0
2805,10,1,93.47,1,0,1,0,0,0,0
2806,7,3,240.62,1,1,0,1,1,2,0
2807,10,1,36.82,1,0,1,1,0,1,0
2808,1,1,29.99,0,1,2,1,0,1,0
2809,2,3,227.43,0,1,0,0,0,2,0
2810,9,3,292.35,0,1,1,0,0,2,0
2811,5,1,29.99,0,1,1,1,0,0,0
2812,1,1,46.77,1,0,0,1,1,2,0
2813,2,3,286.1,1,0,1,0,2,0,0
2814,10,2,131.35,0,1,2,0,0,1,0
2815,11,3,207.24,1,1,0,0,1,0,0
2816,1,2,141.53,0,1,1,0,1,2,0
2817,7,1,29.99,0,1,2,1,0,2,0
2818,10,5,579.07,0,1,1,1,2,2,0
2819,11,5,710.53,0,1,0,1,1,0,0
2820,3,2,158.87,1,0,2,0,0,2,0
2821,7,5,627.1,1,0,1,1,1,1,0
2822,10,1,29.99,1,0,0,1,0,1,0
2823,7,2,145.43,0,1,1,0,1,2,0
